acceleration_z (Std),speed (Std),speed (Skew),bearing (Std),second (Max),car_model,label
0.93712213,2.488284752,0.656355679,113.822228,404,Mercedes-Benz,1
0.837296668,5.482828344,-0.714854062,31.9181871,718,Mercedes-Benz,0
0.786094847,8.505165466,-0.103254557,108.0074824,718,Mercedes-Benz,0
0.767403669,5.815516912,0.417573869,68.75039323,1994,Mercedes-Benz,1
0.525592308,3.234603209,-0.492841125,32.65370161,298,Mercedes-Benz,0
1.080341987,3.195518909,1.032841921,95.53392505,674,Mercedes-Benz,0
0.910964272,5.44280213,0.467837572,113.3591051,645,Mercedes-Benz,0
1.388124998,10.23613136,0.204965904,99.97704569,703,Mercedes-Benz,0
0.910076563,4.243182463,0.888655245,129.1318037,852,Mercedes-Benz,0
0.956249271,4.421904127,0.487505496,97.23581568,1004,Mercedes-Benz,1
1.179466738,5.839650842,0.430257112,76.10552968,1018,Mercedes-Benz,0
0.912758823,6.764940716,-0.853764117,73.73859721,959,Mercedes-Benz,0
0.749259373,8.145050155,-0.046759278,58.08277229,1678,Mercedes-Benz,0
0.945333653,6.783561997,0.279651552,82.37311473,883,Mercedes-Benz,0
0.889558661,5.505121978,1.173036456,104.9186957,565,Mercedes-Benz,0
1.094820057,5.500079483,-0.003685537,128.2395329,704,Mercedes-Benz,0
0.941216113,8.882160299,0.367488772,122.5542397,1318,Mercedes-Benz,1
1.429342115,6.350869236,0.459916085,81.96931468,493,Mercedes-Benz,0
0.839514793,9.634285931,-0.303322732,82.4969684,1048,Mercedes-Benz,0
0.832645224,4.631832746,0.54161495,78.79822336,917,Mercedes-Benz,0
1.367598257,6.301417701,0.714137614,134.4412792,567,Mercedes-Benz,0
0.988457222,5.617209061,0.017738538,76.5777309,1058,Mercedes-Benz,1
1.048824714,2.768151903,-0.471206576,36.34745954,179,Mercedes-Benz,0
1.279926774,8.314073762,-0.359971732,133.478432,1499,Mercedes-Benz,0
1.186972807,5.029104834,0.266805917,105.3617797,613,Mercedes-Benz,1
1.142311149,7.845635319,0.241662636,89.93448253,634,Mercedes-Benz,0
0.629594609,5.013412045,0.368400633,145.1874201,224,Mercedes-Benz,0
0.949710246,6.299817163,0.589470506,58.13268938,598,Mercedes-Benz,0
0.858035061,7.291851635,0.044736609,80.14964647,1321,Mercedes-Benz,0
1.902204989,10.30701201,-0.245779395,131.8735527,1767,Mercedes-Benz,0
1.210328125,5.641960041,-0.778042614,116.8153788,326,Mercedes-Benz,0
0.689414664,4.4441451,0.888888657,110.4283755,987,Mercedes-Benz,0
1.013322318,5.779350608,0.544475734,113.222662,974,Mercedes-Benz,1
1.027837871,7.625123095,-0.321888596,57.37910173,878,Mercedes-Benz,0
0.744617067,5.709557846,1.20796144,118.7889343,732,Mercedes-Benz,1
0.919508504,4.197290748,0.759892106,46.29120833,386,Mercedes-Benz,1
0.763982325,4.630058637,0.595850885,53.56417016,565,Mercedes-Benz,0
1.474544296,9.881367132,-0.188377678,76.64055651,1898,Mercedes-Benz,0
0.922801002,5.340679395,0.118661374,103.5718399,284,Mercedes-Benz,0
1.03222468,6.151802305,0.484699219,90.60965877,1678,Mercedes-Benz,0
1.366486973,5.033182668,0.786134899,97.89274959,1169,Mercedes-Benz,1
0.735257558,9.449481909,0.111807331,88.73822917,854,Mercedes-Benz,0
0.983129141,6.162891583,-0.746419013,62.96992693,838,Mercedes-Benz,0
0.8286852,6.696703959,-0.070479125,82.96079479,2022,Mercedes-Benz,0
1.05525638,3.98143921,0.470733017,61.98080728,403,Mercedes-Benz,0
0.98029086,6.476421804,0.183528811,61.39908614,1364,Mercedes-Benz,0
0.77494269,7.406344586,0.425654054,113.8418045,973,Mercedes-Benz,0
0.973430177,6.465708583,-1.551298618,120.0097942,570,Mercedes-Benz,0
1.086941641,6.188400548,0.496140957,107.8029368,619315500,Mercedes-Benz,0
0.672565282,4.620265149,0.828621268,135.4043391,643,Mercedes-Benz,0
0.101756249,1.817257762,-4.08118248,25.83080235,119,Mercedes-Benz,0
1.065563959,7.494066833,0.275398403,96.72907782,1735,Mercedes-Benz,0
1.035724356,6.213041519,0.403472602,127.6833764,1297,Mercedes-Benz,1
0.764201255,6.425725773,0.501453221,93.64552139,1328,Mercedes-Benz,0
1.154648403,8.229423338,-0.366830915,80.82125513,1363,Mercedes-Benz,0
1.21406701,5.193223721,-0.127941832,28.0662184,584,Mercedes-Benz,0
0.804052687,7.619673937,-0.199790135,78.04367793,2081,Mercedes-Benz,1
0.721166563,7.27111165,1.136576176,107.8967081,1482,Mercedes-Benz,0
2.587386477,2.28580744,0.599146008,97.17409122,1233,Mercedes-Benz,1
1.020785457,4.739670468,0.745867968,109.9505444,403,Mercedes-Benz,0
0.708725389,9.197789172,-0.346453249,124.0149594,794,Mercedes-Benz,0
1.081304078,6.024623098,-0.818081379,62.86137228,265,Mercedes-Benz,0
0.87454887,3.713286088,0.741886437,115.289523,419,Mercedes-Benz,0
6.31511764,2.24050808,0.107200094,71.67704717,1293,Mercedes-Benz,1
1.765616103,5.496542921,0.875763476,120.2013917,1039,Mercedes-Benz,0
0.884891738,7.973366127,-0.64361155,91.08868139,597,Mercedes-Benz,0
1.489278847,7.182934452,-0.839249253,82.7779795,846,Mercedes-Benz,0
0.73090531,4.534228086,0.337115854,58.28066662,527,Mercedes-Benz,1
1.008887995,8.377387196,0.109225832,100.4760188,405,Mercedes-Benz,0
0.597094274,5.447062601,-1.736343026,33.43823089,1332,Mercedes-Benz,0
0.933824459,7.63705712,0.105195679,71.36103817,911,Mercedes-Benz,0
0.716544909,4.31083704,1.368844986,83.76763443,643,Mercedes-Benz,0
0.929675452,10.57950836,-0.204324335,49.83789402,1334,Mercedes-Benz,0
1.247812903,7.044111878,0.297505647,133.6107495,1066,Mercedes-Benz,0
1.303083632,4.769007536,0.616123199,110.1215834,584,Mercedes-Benz,0
0.986875245,6.208488446,0.573636293,78.93362301,1798,Mercedes-Benz,1
0.911253195,4.659332138,-0.200559422,120.1684804,149,Mercedes-Benz,0
1.075204853,4.567384605,0.379306227,73.85209066,1333,Mercedes-Benz,0
0.783827405,5.886485842,0.56895119,79.72449167,958,Mercedes-Benz,0
0.897183014,6.162109192,-0.506165862,69.10357956,492,Mercedes-Benz,0
0.625809035,9.293171844,0.293068022,87.90873089,1782,Mercedes-Benz,0
1.88135102,5.989305036,0.859153211,141.7475567,867,Mercedes-Benz,1
0.842948716,4.483837217,-0.802209914,27.53096404,742,Mercedes-Benz,0
0.707489302,9.575541699,-0.447319269,121.8641177,1225,Mercedes-Benz,0
1.424002482,3.722751913,-0.485024035,33.80867989,132,Mercedes-Benz,0
0.855992514,4.74212787,0.912199438,99.37676192,673,Mercedes-Benz,0
1.107301919,6.654471203,0.459079444,116.9383846,868,Mercedes-Benz,1
0.928592616,4.857751771,0.683225572,140.4043299,340,Mercedes-Benz,0
0.938351359,5.755936448,0.898403287,83.95735453,1107,Mercedes-Benz,0
0.513345117,1.597060807,3.648162603,9.838477182,224,Mercedes-Benz,0
0.753144422,3.97640655,0.842729449,128.5107157,655,Mercedes-Benz,0
1.573619521,8.185959212,0.096703678,55.0188523,836,Mercedes-Benz,0
1.552155126,4.987223923,1.089704871,88.53655304,896,Mercedes-Benz,1
0.941803442,6.847455081,0.435410291,88.40265857,1034,Hyundai,1
1.539037311,3.575726261,1.827909112,57.18077472,569,Hyundai,1
0.86222531,9.405949121,-0.109860182,66.76621273,914,Hyundai,0
0.958012638,10.12416435,0.088362701,80.20312398,1108,Hyundai,1
0.862576183,7.36834581,-0.237007961,65.22745589,1983,Hyundai,1
0.845449052,6.785413821,-0.784705997,106.5293401,1979,Hyundai,1
1.162896688,7.627349992,0.222931862,36.75778155,359,Hyundai,0
1.231850872,6.498696113,0.052005358,125.0254433,612,Hyundai,0
0.87442526,4.166570184,-0.0217559,81.66912528,659,Hyundai,1
0.824860517,5.875571214,0.337318659,100.616027,974,Hyundai,0
0.586737711,2.947801409,0.442674756,68.46518642,764,Hyundai,1
1.251578997,8.159251995,-0.9497298,76.13158698,1725,Hyundai,1
0.784628034,4.15008851,-0.147668645,55.33195324,1243,Hyundai,1
0.803232473,8.309033848,0.006113234,57.91555302,1755,Hyundai,1
3.233129678,4.847916629,0.979313493,64.4812891,1293,Hyundai,1
1.617595762,6.119122328,-0.046706196,121.9368657,612,Hyundai,0
1.667296873,3.758127514,-0.196956873,137.7997816,205,Hyundai,0
1.119879798,9.421251202,0.427107096,102.6299302,1242,Hyundai,0
0.64832706,6.877120692,0.299645185,66.16838311,448,Hyundai,0
0.709172922,5.94305243,0.259965926,66.36417217,1438,Hyundai,0
1.089381739,4.79394281,0.130010337,90.33531169,1021,Hyundai,0
2.506449012,7.536080466,0.37167871,99.82443877,1109,Hyundai,0
1.201076079,6.091244227,0.906771898,127.6288856,328,Hyundai,0
1.17330602,8.364857209,-0.100366332,41.27850489,343,Hyundai,0
0.873725983,4.403359481,0.540318966,66.79330761,492,Hyundai,0
0.911837312,8.492202623,0.235486433,78.11818113,1291,Hyundai,1
0.856307061,7.433643836,-0.393338859,49.13608215,1170,Hyundai,0
0.417339589,3.522209033,-1.066031456,13.79143549,403,Hyundai,0
0.644134281,8.312291976,0.792548001,149.1444131,672,Hyundai,0
0.400182557,5.326126659,0.704547048,86.20402669,628,Hyundai,0
0.939332619,4.091749225,0.714529037,34.68463871,464,Hyundai,0
0.986592737,5.372379962,0.469935536,124.126135,609,Hyundai,0
0.738990091,7.886321568,0.044473346,114.5360438,1064,Hyundai,0
1.105682595,6.221941967,0.75622946,110.7059384,1268,Hyundai,0
2.380288217,1.835351044,0.54904294,128.6505452,1919,Hyundai,1
1.418094389,7.679017468,-0.235316649,112.8480529,899,Hyundai,0
0.694836973,8.247713924,-0.344036788,74.27805303,1333,Hyundai,1
0.967059813,9.718702749,-0.048430283,69.80510258,847,Hyundai,0
0.975244762,5.227595427,0.670644462,130.824513,1153,Hyundai,0
1.43758869,5.969700667,0.35538134,104.2875391,748,Hyundai,0
1.369758519,4.514463131,0.451974303,83.56971856,478,Hyundai,1
1.087296599,6.198954917,0.516402185,62.98424836,2635,Hyundai,1
0.859957813,9.632111959,-0.127274424,78.27636941,1256,Hyundai,0
1.258589334,5.648962046,-0.308094621,130.9341595,809,Hyundai,0
0.582636884,7.857352733,-0.84939605,133.0790988,1498,Hyundai,0
1.046393171,4.246572731,-0.686407685,47.88357745,537,Hyundai,0
2.6470117,8.221389984,0.237774953,59.39679794,1468,Hyundai,1
1.26953504,6.890339724,0.710812986,106.6742147,747,Hyundai,0
1.189134175,7.733900957,0.439638644,76.65000933,1047,Hyundai,0
0.929040302,7.093445848,0.338908553,37.80156002,373,Hyundai,0
0.992242349,4.147582914,1.225493193,110.6254946,1138,Hyundai,0
1.917609159,5.260749428,1.078364015,87.35731034,567,Hyundai,0
0.90216129,4.66026637,1.17592454,68.185103,1154,Hyundai,0
1.225630988,8.5200687,-0.068527281,108.0882114,2217,Hyundai,1
0.883251943,9.26357124,-0.236829206,11.33901498,1229,Hyundai,1
1.073767964,7.134250605,1.029695749,102.4076251,614,Hyundai,0
1.395570515,8.482793176,0.595169306,122.9513819,1334,Hyundai,0
1.382710278,6.275630188,1.299736023,109.9980903,944,Hyundai,0
1.187981453,4.773350597,0.760721445,73.84529525,716,Hyundai,0
3.581677782,5.333231296,0.906513512,72.53150834,1284,Hyundai,1
1.605213722,8.117233515,-0.002294741,52.79077378,718,Hyundai,0
0.993268381,5.292732849,0.854505956,76.33264547,1093,Hyundai,0
0.935487355,3.948086668,0.379552394,94.85975041,158,Hyundai,0
0.757924176,5.258943059,1.104235649,85.96233687,509,Hyundai,0
0.896212117,10.63893523,-0.232001528,103.9880264,1508,Hyundai,0
4.007678961,2.636209948,0.620809972,100.966721,1650,Hyundai,1
0.839628098,4.964210435,0.774665475,80.15567585,986,Hyundai,0
0.870002848,4.660900366,1.400781631,119.0370789,776,Hyundai,0
0.75632334,7.016582968,-0.789668977,38.07835658,1062,Hyundai,0
0.667314403,7.080028395,0.201961204,120.3100397,1603,Hyundai,1
0.895167939,6.100797851,0.65876013,111.3792047,1811,Hyundai,1
0.484105271,2.585324165,-2.397484303,61.69888525,464,Hyundai,0
0.866244884,7.999488265,0.374893695,93.6548571,895,Hyundai,0
1.168851497,6.069328415,-0.484790355,124.1572437,718,Hyundai,0
1.078935467,8.558785534,-0.341599256,46.07253695,404,Hyundai,0
0.693164348,6.654291421,0.120920755,108.4838159,1469,Hyundai,0
0.715633438,8.065424623,-0.506499171,67.51610958,1554,Hyundai,0
0.928952355,4.965732703,-2.090197325,48.5617015,1169,Hyundai,0
0.594519465,8.117635343,0.405669689,90.91001033,1087,Hyundai,0
1.135029551,5.015842461,0.706564307,116.9071352,418,Hyundai,0
0.920525826,7.077289734,0.443266362,129.4729685,1002,Hyundai,1
0.976822572,2.599837638,0.539677143,108.0096182,461,Hyundai,0
1.053036645,6.517120314,-0.405151784,78.6670918,734,Hyundai,0
1.394086517,5.565396419,0.365056992,126.81309,651,Hyundai,1
1.283890494,6.130652464,0.967638552,79.0044404,522,Hyundai,1
0.807836956,6.151742072,0.45472753,97.99971741,943,Hyundai,0
1.166199866,4.633593617,0.657173336,138.2494974,553,Hyundai,0
1.245953789,5.157294149,0.556991637,122.3129754,477,Hyundai,0
0.968320406,6.062349893,0.94395262,87.40580514,899,Hyundai,0
0.927757451,3.861617038,0.442517012,87.59300202,507,Hyundai,0
1.064954399,5.713334654,0.027332857,117.3682484,1516,Hyundai,0
2.518543023,2.516812479,0.336972594,119.488218,1620,Hyundai,1
0.886509782,8.048687454,0.588918209,72.10189414,1394,Hyundai,0
0.787295954,8.085686866,-0.155072182,128.8233177,1453,Hyundai,0
1.730678547,5.153309325,0.487717122,81.35416108,884,Hyundai,1
0.952254132,4.973165677,0.956694484,60.66745637,1013,Hyundai,1
0.860886694,8.509605191,-0.402790725,122.2490696,1674,Hyundai,1
1.263677175,5.815194317,0.247041479,79.23522898,434,Hyundai,0
0.752908815,8.533171924,0.087642573,75.37947118,672,Hyundai,0
1.326928855,9.443671863,-0.257266611,72.54506501,1679,Hyundai,0
1.165976456,7.300930786,-1.468573213,48.77487974,1680,Hyundai,0
0.955611415,8.9351252,0.096171387,85.11816415,494,Hyundai,0
0.477852244,7.576715373,-0.130298629,135.1830632,882,Hyundai,0
1.272579264,6.680347852,0.862681746,86.46913091,824,Hyundai,0
5.620638533,3.505900425,1.28199482,113.7859347,1669,Hyundai,1
1.130754092,5.940396164,0.435709685,85.18579604,550,Hyundai,0
1.53049263,4.772612,0.129718199,94.74569615,521,Hyundai,0
0.798089017,2.432396869,-1.878566146,45.70064731,396,Hyundai,0
0.77525407,7.502606615,0.396252394,55.46099093,2158,Hyundai,1
1.107570931,5.009584108,0.454568684,123.6603912,719,Hyundai,0
0.89170204,7.544475262,-0.097825728,69.65558023,899,Hyundai,0
0.833669793,5.307144232,0.295676321,88.55864245,1066,Hyundai,0
2.215140546,5.596627699,0.489346832,108.693779,688,Hyundai,0
0.953509607,9.767139543,-0.152909636,93.68776753,777,Hyundai,0
1.114594292,7.037698827,-0.382074475,75.59079479,1198,Hyundai,0
1.111593037,4.223034609,0.486509353,81.72400819,340,Hyundai,0
0.686408044,4.557917469,0.79643178,138.3302281,314,Hyundai,0
1.375097777,8.690898513,-0.190057501,86.90418453,905,Hyundai,1
5.832366427,2.078441311,-0.019941347,70.82490529,1398,Hyundai,1
0.918640404,4.348673077,0.514062345,53.48860728,329,Hyundai,0
1.197241406,7.154861221,0.103460237,90.77639504,674,Hyundai,1
0.79163711,7.498202774,0.176957652,87.88907326,807,Hyundai,1
0.783906259,3.64158333,0.272980005,101.9246527,374,Hyundai,0
0.904462802,4.957995164,0.677357554,72.83142004,1019,Hyundai,0
0.774783953,6.824158742,1.56520021,86.90440985,538,Hyundai,0
0.728993091,1.92595929,2.05875802,75.11855467,178,Hyundai,0
1.250044267,7.34802073,0.393176883,114.2321882,1642,Hyundai,0
0.987970688,6.306672096,0.369336724,126.179098,734,Hyundai,1
0.789157511,3.658603816,1.046036601,85.27085133,613,Hyundai,1
1.007604442,8.76484723,0.307522058,89.19824246,928,Hyundai,0
0.872110599,5.517673372,0.424117953,63.79243501,1409,Hyundai,1
1.037254484,6.982289361,0.248193234,67.4243529,1603,Hyundai,0
1.502468634,4.755429717,-0.329195946,114.9235335,568,Hyundai,1
0.9095924,10.85733826,-0.016817644,90.29961331,658,Hyundai,0
1.06579228,5.358564612,0.305093914,87.67158457,791,Hyundai,0
0.722201133,6.639355366,0.543761909,136.8914873,1935,Hyundai,0
0.961892133,4.426768055,0.871866643,85.94389926,419,Hyundai,0
1.224160076,7.428276086,0.588809848,73.29206804,838,Hyundai,0
1.113126398,5.739338487,0.500452876,114.5369191,674,Hyundai,0
1.221341526,7.477975686,-0.12162856,87.11315517,554,Hyundai,0
1.217280759,5.183357761,0.723035514,96.07607337,702,Hyundai,0
0.658033001,4.18581566,1.474734068,62.8634608,1243,Hyundai,0
0.990526854,2.687516214,0.511498094,114.3707449,822,Toyota,1
0.898305426,8.150658086,-0.666718006,100.630461,1385,Toyota,0
0.727811851,6.056401944,-0.014045307,135.488292,614,Toyota,0
0.907569344,5.406998147,0.061851412,50.38734376,1575,Toyota,0
0.813070964,4.896337112,0.748724282,80.35631745,734,Toyota,0
0.852767145,5.954900033,0.712955773,96.70435324,1169,Toyota,0
1.010348357,6.646208159,-0.002729517,65.75871266,748,Toyota,1
1.473150325,8.42393823,-0.258226007,118.7018136,1617,Toyota,0
1.592032046,6.289867148,-1.993167758,77.71976824,1406,Toyota,0
0.788811389,8.375051142,-0.174572572,74.14062954,712,Toyota,0
0.619201803,6.857960156,-0.922734916,90.86375375,1378,Toyota,0
1.279683443,3.433935878,0.10553553,52.24373703,285,Toyota,0
0.693848008,4.018904938,0.981053293,124.5087699,525,Toyota,0
1.090787204,5.190274948,0.522849917,115.9841477,625,Toyota,0
1.359781618,8.315341398,0.118362837,125.6306694,434,Toyota,0
1.04939911,5.60580917,0.151270166,125.215978,718,Toyota,1
0.086826175,3.145346956,0.901079059,89.91714254,475,Toyota,1
1.250305793,6.558280769,0.649899423,96.26101481,749,Toyota,0
0.887080253,5.534575306,-0.012241716,35.78888408,479,Toyota,0
0.935391994,8.424790579,-0.409082144,74.69892148,790,Toyota,0
0.943727694,6.039002002,0.140665486,52.25222938,508,Toyota,0
1.190782454,5.260591463,0.753181517,71.38330704,299,Toyota,0
1.682096656,9.590001074,-0.198944822,59.4807475,1016,Toyota,1
1.181130026,3.428622634,0.543147445,91.21155033,209,Toyota,0
0.724467226,9.672007209,0.503328562,97.41889111,734,Toyota,0
0.737943154,8.18302166,-0.098822631,59.97679028,1456,Toyota,0
1.019983434,5.411646937,0.493791312,141.4307455,1213,Toyota,0
0.87435747,7.598225924,0.1367452,71.29868536,1462,Toyota,1
1.099441346,7.904869141,0.523582995,105.0363358,1694,Toyota,0
0.787232711,4.653500778,-0.173446804,78.39799428,538,Toyota,0
1.024975226,6.225254956,-0.081393711,71.38059899,762,Toyota,0
1.065293237,9.350415825,-0.916117013,98.36635773,1952,Toyota,0
0.929760265,5.751753806,0.462921709,121.4836651,1046,Toyota,0
0.65628754,8.116305006,-0.856159806,66.95666708,1907,Toyota,1
0.720161742,6.157043473,-1.062615037,139.5485291,672,Toyota,0
0.731984202,8.297775943,0.226223528,112.6606718,1109,Toyota,0
0.577352831,3.941258661,0.029673552,92.86702547,644,Toyota,0
1.230188758,7.248247257,0.812652647,88.12023009,569,Toyota,1
0.659420446,4.049891413,1.134891272,100.9555996,853,Toyota,1
1.639743011,5.790823501,0.293117434,82.27265668,761,Toyota,0
0.837548312,4.018527231,1.161160469,73.94524106,327,Toyota,0
0.670852351,8.568124852,0.659707069,104.7569981,1294,Toyota,0
0.966065432,3.992398013,0.751188576,122.2865482,461,Toyota,0
2.337885348,1.910320729,1.454394937,93.97070429,2156,Toyota,1
0.920522222,5.546403751,1.012660265,110.7918171,659,Toyota,0
1.067898975,4.887759971,0.677496195,139.2907471,643,Toyota,0
0.815267914,4.825819109,0.086681239,129.7441215,914,Toyota,0
1.170330442,3.30013617,-0.338408679,47.49611451,149,Toyota,0
0.812026963,4.808932035,0.994945586,109.2222384,1605,Toyota,1
1.086897465,4.331733394,0.861849546,106.9137864,869,Toyota,1
1.102226624,8.063968678,-0.161681652,72.37677499,1439,Toyota,1
3.976909402,8.436632871,-0.306227624,121.1292935,764,Toyota,0
1.459784461,4.838133672,0.978428543,64.9578807,967,Toyota,0
1.52571499,4.247897653,0.697023571,75.84234783,703,Toyota,0
0.730175476,9.34321595,-0.289685965,137.6778398,1049,Toyota,0
3.353914301,5.069837438,1.842817068,84.95690512,1286,Toyota,0
1.113182082,6.131936184,0.274970055,116.5081684,779,Toyota,0
1.003714661,8.41439816,-0.869477689,99.65203946,549,Toyota,0
1.106685501,9.25434115,0.467319518,97.34735609,913,Toyota,0
0.945054328,13.77959578,-0.168000966,100.337702,1544,Toyota,0
3.171421707,8.647342761,-0.220528096,71.73189715,1507,Toyota,1
1.071704831,7.19425044,0.596885145,85.99912475,644,Toyota,0
0.592127058,4.007551574,-1.197901487,89.54763318,1002,Toyota,0
0.773295333,2.816933281,1.348725796,129.6986088,521,Toyota,1
0.968938696,7.980389868,-0.6073156,70.09688337,2204,Toyota,1
0.989260518,4.658022395,0.585879087,117.0989694,1017,Toyota,0
0.999841799,6.983909304,0.076886855,143.8778728,1361,Toyota,1
0.970930632,5.983277241,-0.496544868,35.51343031,343,Toyota,0
0.861375945,5.564553021,0.432580799,91.13650637,299,Toyota,0
1.161619137,6.352396897,0.66652447,112.2170394,2107,Toyota,1
0.969880287,3.902314233,0.881737828,77.2234088,546,Toyota,0
1.049219113,6.261182485,0.179403111,76.49350087,478,Toyota,0
1.582959915,8.295084904,0.462333024,111.8033692,1078,Toyota,0
0.794074022,5.125941132,0.902012348,76.66269417,780,Toyota,0
1.086646149,8.482837243,1.10416615,70.65181608,295,Toyota,0
0.56231035,1.687534091,3.060279131,134.5015542,389,Toyota,0
0.838136223,6.957345277,0.032307543,121.4989785,2848,Toyota,1
1.109632386,5.898415197,0.232856244,71.13580557,554,Toyota,1
1.344997326,6.140257648,0.384156466,132.8945845,1168,Toyota,0
1.335555488,9.810037489,-0.124573372,77.48990643,1512,Toyota,0
0.870919252,7.429696587,0.702961802,116.8621978,888,Toyota,0
0.743816017,4.05495338,-3.103247643,36.74723938,209,Toyota,0
0.728518329,5.973003206,1.329247236,72.89899711,508,Toyota,1
1.043049705,4.653981535,0.819238842,144.9038958,792,Toyota,1
1.003268974,4.083374993,0.833863378,109.464716,1064,Toyota,0
1.006086906,6.616251509,0.966346025,101.406154,403,Toyota,0
1.518013437,5.239969601,-0.612157464,79.58673163,268,Toyota,0
0.784729536,7.48561123,-0.447362363,81.64498033,293,Toyota,0
0.702726789,6.342692189,0.412635833,87.75854189,2062,Toyota,0
0.996748615,4.473063197,0.395266563,113.5250736,1229,Toyota,1
1.093308851,7.231840342,0.154385626,67.33503185,688,Toyota,0
1.092526083,4.409707573,0.75921756,120.1075168,600,Toyota,0
0.724001692,4.506879796,1.220821857,96.31425659,763,Toyota,0
0.924634884,7.522361187,0.003919904,121.8145905,930,Toyota,0
0.870190153,5.867741921,1.454772353,78.60205353,899,Toyota,1
0.682085438,5.244621662,1.329446554,70.7543787,1830,Toyota,0
1.116483024,7.481164617,0.513379931,98.79390293,1573,Toyota,1
2.287399905,2.156588875,1.525750756,100.6276519,1192,Toyota,1
1.004783292,6.745059227,0.234042883,137.4057883,599,Toyota,0
0.841823258,9.113603232,0.294049352,81.70705927,1377,Toyota,0
0.994451148,6.794226386,0.589393973,63.79334315,1511,Toyota,0
1.066055344,6.056647198,-0.201948225,106.3364026,1033,Toyota,0
0.528942079,10.27487949,-0.510083795,68.16913802,1514,Toyota,0
1.101181108,3.23123484,0.455011308,121.2295926,148,Toyota,0
2.573669943,3.568009528,0.828886151,93.1457862,431,Toyota,0
0.742637169,3.9965064,0.883175194,75.52050812,493,Toyota,0
1.057229884,5.579188832,0.733787119,105.6327962,493,Toyota,0
0.756999138,5.366750526,0.571030319,139.2692888,421,Toyota,1
0.804658365,9.843145616,-0.220364615,131.1194172,896,Toyota,0
1.631228854,3.277739868,-0.479080141,96.41229419,327,Toyota,0
1.063801366,6.575297113,0.751993597,21.56713693,524,Toyota,0
0.936830584,4.813221021,0.674956441,104.0611049,666,Toyota,1
1.454474473,5.281432732,0.229808673,99.61106189,627,Toyota,1
0.940942944,4.432930975,0.857973397,98.78994578,449,Toyota,0
0.901337456,4.677525053,0.702643931,115.5283313,705,Toyota,0
